Name	Target	ID
prestwick-559	DRD3, ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD4, HTR1A, HTR2B	BRD-K17378184
limonin		BRD-K05906022
SB-239063	MAPK11, MAPK14, PTGS2, TNF	BRD-K82091397
diloxanide		BRD-K10974103
lavendustin-c	CAMK2A, EGFR, SRC	BRD-K80725632
7b-cis	XPO1	BRD-K61829047
pilocarpine	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5	BRD-K85090592
terazosin	ADRA1D, ADRA1A, ADRA1B, KCNH2, KCNH6, KCNH7	BRD-A22256192
CGP-54626	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8	BRD-A55369275
rotenonic-acid		BRD-K34330170
ethambutol		BRD-A74500471
AM-92016	GRIN1, GRIN2B	BRD-A11813248
heraclenol		BRD-A77050075
SIB-1893	GRM5, GRM4	BRD-K67439147
thioridazine	DRD1, DRD2, HTR2A, ADRA1A, ADRA1B, CHRNA7, DRD5, HRH1, HTR1A, HTR2C, HTR6, HTR7, KCNH2, MALT1	BRD-A84481105
penicillin		BRD-A84702196
parachlorophenol		BRD-K40992116
imatinib	ABL1, KIT, PDGFRA, BCR, CSF1R, PDGFRB, ABCG2, CYP2C19, CYP2C8, CYP3A5, DDR1, NTRK1, RET	BRD-K92723993
ginsenoside		BRD-A65550283
PSB-1115	ADORA2B, ADORA1, ADORA3	BRD-K49027941
mestranol	ESR1	BRD-A14798026
clonidine	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D	BRD-K98530306
OBAA	PLA2G1B	BRD-K48029790
methylprednisolone	NR3C1	BRD-K35240538
leflunomide	DHODH, AHR, CYP2C19, JAK3, PTK2B, STAT6	BRD-K78692225
isoquercetin	AKR1B1, ACE	BRD-K73991644
vitexin		BRD-A41941932
velnacrine	ACHE	BRD-A98299281
rabeprazole	ATP4A, CYP2C19	BRD-A39390670
indoprofen	PTGS1, PTGS2, CXCR1, CXCR2	BRD-A44090213
moxonidine	NISCH, ADRA2A, ADRA2B, ADRA2C	BRD-K77771411
TC-2559	CHRNA4	BRD-K67352070
GR-46611	HTR1D	BRD-K68190965
synephrine	ADRA1A	BRD-A04327189
gavestinel	GLRB	BRD-K49890030
W-9	CALM2	BRD-K68341547
tocainide	SCN5A	BRD-A92670106
tranilast	HPGDS, HRH1, IDO1, IFNG, IL10, IL2, IL4, SLC22A12, TGFB1, TNF, TRPV2	BRD-K19533706
verteporfin		BRD-M45964048
corticosterone	HSD11B1, NR3C2, NCOA1	BRD-K73589401
itraconazole	CYP3A5, CYP3A7, CYP51A1, KDR	BRD-A34817987
JAK3-inhibitor-I	JAK3	BRD-K72541103
VX-702	MAPK14, MAPK11, MAPK12	BRD-K07736136
probucol	ABCA1, ABCB11, CES1	BRD-K72029282
PF-3845	FAAH	BRD-K68997413
eriodictyol	CYP1B1, NFE2L2, XDH	BRD-A35033682
ITE	AHR	BRD-K60298136
SB-200646	HTR2B, HTR2C	BRD-K77677632
chlorphensin		BRD-A39230911
TAK-715	MAPK14, TNF	BRD-K52751261
hexamethyleneamiloride	GNRHR, ADRA2A, GNRH1, PLAU, SLC9A1	BRD-K40990712
hyperoside	ACE, AKR1B1, GAA	BRD-K84955386
propofol	CYP2B6, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, SCN2A, SCN4A, TRPV1	BRD-K82255054
SQ-29548		BRD-A91866971
flavanone	ADORA3, HSD11B1	BRD-A07824748
KN-93	CAMK2A	BRD-K93480852
midazolam	CYP3A5, CYP3A7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3	BRD-K00532621
amthamine	HRH2	BRD-K39670393
azaperone	DRD2, DRD3	BRD-K45861246
cercosporin		BRD-A78360835
tripelennamine	HRH1	BRD-K57033106
clobetasol	NR3C1, PLA2G1B	BRD-A26095496
terconazole		BRD-K86204871
PD-102807	CHRM4	BRD-A89337244
meclozine	NR1I3, HRH1	BRD-A50311610
icilin	TRPA1, TRPM8	BRD-K48869804
PP-3		BRD-K16977723
guanabenz	ADRA2A, ADRA2B, ADRA2C	BRD-K67847053
bromfenac	PTGS1, PTGS2	BRD-K47679368
rofecoxib	PTGS2, CYP3A4, ELN	BRD-K21733600
dipyridamole	ADA, PDE5A, PDE10A, PDE4A, PDE7B, PDE8A, PDE8B, SLC29A1	BRD-K86301799
hippeastrine		BRD-K71003802
calcipotriol	VDR	BRD-K56429665
amcinonide	NR3C1, ANXA1	BRD-A16478930
salmeterol	ADRB2	BRD-A01320529
nomilin		BRD-A09161221
amlodipine	CACNA1C, CACNA1D, CACNA2D1, ABCG2, CA1, CACNA1B, CACNA1S, CACNA2D3, CACNB1, CACNB2, SMPD1	BRD-A64297288
prednicarbate	NR3C1, PLA2G1B	BRD-K46137903
piceatannol	ATP5A1, ATP5B, ATP5C1, IRF3, PTGS2, SIRT1, SYK, TYR	BRD-K26241953
cardiogenol-c		BRD-K99174507
homosalate		BRD-A34751532
triclosan	DNMT1	BRD-K41731458
biotin	ACACA, ACACB, HLCS, MCCC1, MCCC2, PC, PCCA, PCCB, SLC5A6	BRD-K89210380
L-701252	GRIN1	BRD-K10176267
TG-101348	JAK2, FLT3, BRD4, JAK1, JAK3, RET, TYK2	BRD-K12502280
9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	RELA	BRD-K14696368
phenazone	PTGS1, PTGS2	BRD-K46937689
fexofenadine	HRH1	BRD-A73368467
BVT-948	PTPN1, PTPN11, PTPN2	BRD-A22713669
sulfafurazole		BRD-K50859149
VER-155008	HSPA1A	BRD-K32330832
NM-PP1	CAMK2A, LCK, MAPK8, PRKACA, RIPK2, SRC	BRD-K78278890
MPEP	GRM5, GRM1, GRM4	BRD-K60690191
AG-879	ERBB2, KDR, NTRK1	BRD-K59469039
hydroxyfasudil	ROCK1, PKIA, PRKACA, ROCK2	BRD-K77793136
epinephrine	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF	BRD-A07765530
daidzein	ESRRA, ESRRB, ESRRG, TRPC5	BRD-K42095107
ciglitazone	PPARG, INS	BRD-A93000692
enzastaurin	PRKCB, AKT1, GSK3B, PRKCA, PRKCD, PRKCG	BRD-K79404599
HNHA	HDAC1	BRD-K76698671
deoxycholic-acid	GPBAR1, EFTUD1, FPR1	BRD-K41170226
SKF-83566	DRD1, DRD5	BRD-A52588987
alclometasone	NR3C1, SERPINA6	BRD-A90131694
AVA		BRD-K10466330
hyoscyamine	CHRM1, CHRM2, CHRM3, CHRM4	BRD-K40530731
GW-7647	PPARA	BRD-K96263742
GYKI-52466	GRIA1, GRIA2, GRIA3, GRIA4	BRD-K24240364
phenytoin	ABCB1, CYP2B6, CYP2C19, CYP3A4, SCN1A, SCN2A, SCN5A	BRD-K55930204
GR-113808	HTR4	BRD-K49945136
Merck60	HDAC1, HDAC2	BRD-K04466929
westcort		BRD-A23290232
tolazamide	KCNJ1, KCNJ10	BRD-K32164935
cinanserin	HTR2A	BRD-K40901640
gingerol		BRD-K26117720
W-13	CALM1, MYLK, PDE1A	BRD-K45068323
paclitaxel	TUBB, NR1I2, ABCB1, BCL2, CYP2C8, MAP2, MAP4, MAPT, TLR4, TUBB1	BRD-A28746609
lobelanidine	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1	BRD-A59215453
PD-169316	ALOX5	BRD-K77133231
HSP90-inhibitor	HSP90AA1, HSP90AB1	BRD-K65503129
dobutamine	ADRB1, ADRB2, ADRA1A	BRD-A78322124
VU-0415374-1	GRM4	BRD-K83010055
cromoglicic-acid	KCNMA1, S100P	BRD-K20920669
Y-27152	ABCC9, KCNJ8	BRD-K42679050
Ala-Ala-Phe-CMK	TPP2	BRD-K93080877
W-12		BRD-K78084463
quinpirole	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C	BRD-K26548821
SB-258585	HTR6	BRD-K80639402
sulfacetamide		BRD-K21520694
dofetilide	KCNH2, KCNH1, KCNJ12, KCNK2	BRD-K86887724
LFM-A12	EGFR	BRD-A44551378
glipizide	ABCC8, KCNJ10, KCNJ11, PPARG	BRD-K12219985
irbesartan	AGTR1, JUN, SLC10A1	BRD-K60038276
CAY-10470	NFKB1, TNF	BRD-K07403598
citalopram	SLC6A4, SLC6A2	BRD-A47598013
salbutamol	ADRB2, ADRB1	BRD-A88254928
tolmetin	PTGS2, PTGS1	BRD-K82562631
CGP-13501	GABBR1	BRD-K95851186
tubocurarine	CHRNA2, HTR3A, ACHE, HTR3B, KCNN1, KCNN2, KCNN3, ZACN	BRD-K02607075
pyrimethamine	DHFR, DHFRP1, HEXA, SLC47A1, STAT3	BRD-K88429204
zoxazolamine		BRD-K66353228
RITA	MDM2, TXNRD1, TXNRD2	BRD-K00317371
SKF-81297	DRD1, DRD5	BRD-A09828896
dexamethasone	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2	BRD-A35108200
indirubin	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	BRD-K19136521
danusertib	AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, BCR, SLK	BRD-K07881437
troglitazone	PPARG, ACSL4, AKR1B1, CCL2, CYP3A4, ESRRA, ESRRG, INS, SERPINE1, SLC29A1, TRPM3	BRD-A13084692
pifithrin-alpha	TP53	BRD-K66874953
phenoxybenzamine	ADRA2B, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2C, ADRB2, CALM1	BRD-A67799922
dihydroergotamine	HTR1D, HTR1B, ADRA2A, DRD2, HTR1E, HTR1F, HTR2B, HTR7	BRD-A54845972
TUL-XXI039		BRD-K22828899
ML-3163	CYP2D6, CYP3A4, MAPK11, MAPK12, MAPK14	BRD-K95202259
MMPX		BRD-K53878242
cobalt(II)-chloride	HIF1A	BRD-K90864987
vicriviroc	CCR5	BRD-M72442222
vidarabine	ADCY5	BRD-K72093121
GSK-3-inhibitor-II	GSK3B	BRD-K09991945
purmorphamine	SMO, DHH, IHH, PTCH1	BRD-K73397362
proscillaridin	ATP1A1	BRD-A34806832
iopanoic-acid		BRD-A42628519
L-655708	GABRA5, GABRA1, GABRA2, GABRA3, GABRG2	BRD-A84389091
4-hydroxy-2-nonenal	IKBKB	BRD-A15914070
oxybuprocaine	SCN10A	BRD-K04185004
tianeptine	SLC6A4	BRD-A53077924
orlistat	PNLIP, DAGLA, FASN, LIPF, CNR1, DAGLB	BRD-K63343048
aprepitant	TACR1, CYP2C19	BRD-K17306061
pirlindole	MAOA, SLC6A2, SLC6A4	BRD-A54490543
carpindolol		BRD-A15530910
BMS-182874	EDNRA	BRD-K56509348
laudanosine		BRD-A24817035
loteprednol	NR3C1	BRD-K39983086
cytochalasin-d	ACTB	BRD-K25504083
tiaprofenic-acid	PTGS2, PTGS1	BRD-A72988804
ML-9	MLCK, TRPC6, PKA, PKC	BRD-K68402494
nilutamide	AR, CYP2C19	BRD-K23566484
pyrazinamide	FASN	BRD-K28667793
EBPC	AKR1B1	BRD-A96485169
LY-456236	GRM1	BRD-K87696786
nialamide	COMT, MAOA, MAOB	BRD-K12102668
RS-17053	ADRA1A, ADRA1D	BRD-K76840893
didanosine	PNP	BRD-K99063460
picotamide	TBXA2R, TBXAS1	BRD-K67277431
PG-9		BRD-A70268693
trimebutine	CHRM1, CHRM2, CHRM3, CHRM4	BRD-A92630576
BD-1047	SIGMAR1	BRD-K36864847
ethoprop	ACHE	BRD-K08556791
metronidazole	CYP2C8, CYP2E1, CYP3A5, CYP3A7	BRD-K52020312
desmethylclozapine	CHRM1, DRD2, DRD3, HTR2A	BRD-K10042277
N6-cyclopentyladenosine	ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1	BRD-A85234536
LY-225910	CCKBR	BRD-K33864865
ganciclovir		BRD-K22662435
racecadotril	MME	BRD-A08187463
teicoplanin		BRD-U97083655
phenelzine	MAOB, AOC3, MAOA, ABAT, GAD2, GPT, GPT2, SLC6A2, SLC6A3, SLC6A4	BRD-K87024524
AM-630	CNR2, CNR1	BRD-K63533170
GW-9508	FFAR4, FFAR1	BRD-K71534238
piperine	MAOA, MAOB, TRPV1	BRD-K59522102
pentoxifylline	TNF, ACHE, ADORA1, ADORA2A, ADRA2B, CHIA, NT5E, PDE4A, PDE4B, PDE5A	BRD-K57569181
droxinostat	HDAC6, HDAC8	BRD-K11558771
Y-134	ESR1, ESR2	BRD-K94832621
methoxsalen	ACHE, CYP1A2	BRD-K63430059
CGS-20625	GABRA1, GABRA2, GABRA3, GABRA5	BRD-K68103045
NSC-119889		BRD-K59637651
flavoxate	CHRM1, CHRM2	BRD-K47639036
BAY-59-3074	CNR1, CNR2	BRD-K18799075
mibefradil	CACNA1G, CACNA1H, CACNA1C, CACNA1I, ANO1, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP3A5, CYP3A7, SCN2A, SCN4A, SCN5A, SCN9A	BRD-K09549677
raltitrexed	TYMS, FPGS	BRD-K89839824
r(-)-propylnorapomorphine	DRD2, DRD1, DRD3	BRD-K13544237
pirfenidone	TNF, FURIN, MAPK14, TNFRSF1A	BRD-K96862998
pyridine-2-aldoxime	ACHE, BCHE	BRD-K10016611
RHO-kinase-inhibitor-II		BRD-K46678324
aniracetam	DRD2, GRIA1, GRIA2, GRIA3, HTR2A, GRIA4	BRD-K88611939
nelfinavir	CYP2C19, CYP3A5, CYP3A7	BRD-K60460488
chlorpromazine	DRD2, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, ADRA1A, ADRA1B, ADRA1D, CALM1, CHRM1, CHRM3, HRH4, HTR2B, KCNH2, KIF11, ORM1, ORM2, SMPD1, TRPC5	BRD-K89997465
salsolinol	DRD2	BRD-K99595596
nimetazepam	GABRA1, GABRA2, GABRA3, GABRA5	BRD-K70883034
deguelin	AKT1, PTGS2	BRD-K61401890
alitretinoin	RARG, RARA, RARB, RXRA, RXRG, ABCA1, CYP2C8, CYP3A7, RXRB, VKORC1	BRD-K35483542
podophyllotoxin	IGF1R, CASP3, TOP2A, TUBA4A, TUBB	BRD-K47869605
loratadine	HRH1, CYP2C19, CYP3A5	BRD-K82795137
EI-346-erlotinib-analog	EGFR	BRD-U08759356
bucladesine	PRKACA	BRD-A04706586
FGIN-1-27	TSPO	BRD-K09778810
ipratropium	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	BRD-A05352148
manumycin-a	FNTA, IKBKB	BRD-K78599730
7-nitroindazole	NOS1, NOS2, NOS3	BRD-K04430056
diethylcarbamazine	ALOX5, PTGS1	BRD-K45542189
amiodarone	KCNH2, ADRB1, CACNA1H, CACNA2D2, CHRM3, CYP2C8, KCNA7, SCN5A	BRD-K17561142
GR-89696	OPRK1	BRD-A93659613
SU-4312	KDR, PDGFRB	BRD-K20287671
altretamine		BRD-K67043667
rosiglitazone	PPARG, ACSL4, CYP2C8, FFAR1, INS, TRPC5, TRPM3	BRD-A97437073
cediranib	KDR, FLT1, FLT4, KIT, PDGFRB, CSF1R, FLT3, PDGFRA	BRD-K86930074
4,5-dianilinophthalimide	EGFR	BRD-K13087974
CGP-53353	EGFR, PRKCB	BRD-K32292990
temefos		BRD-K51805276
CDC	ALOX12, ALOX5	BRD-K10870738
brompheniramine	HRH1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	BRD-A68723818
acarbose	GAA, MGAM, AMY2A, SI	BRD-A16444946
clomifene	ESR1, AR	BRD-K29950728
asiatic-acid	PYGM	BRD-A72758037
dihydroxyphenylglycine	GRM1	BRD-A20589515
enalapril	ACE	BRD-K44497846
CMPD-1	GNRHR, MAPK14	BRD-K54095730
quipazine	HTR2A, HTR3A, HTR3B, HTR1A, HTR1D, HTR2B, HTR2C, HTR6, SLC6A4	BRD-K77925998
AZD-8055	MTOR	BRD-K69932463
SU-6656	LYN, AURKB, AURKC, BRSK2, CALM1, CAMK2D, LCK, RET, SRC, YES1	BRD-K97354755
calcifediol	VDR	BRD-K77175907
alfaxalone	HSD11B1	BRD-K41445866
olvanil	TRPV1, CNR1, GPR119	BRD-K86958018
BW-B70C	ALOX5	BRD-A55946879
zalcitabine		BRD-K85925969
IWR-1-ENDO	TNKS, TNKS2	BRD-K61314889
cinchonine	CYP2D6	BRD-K14693417
budesonide	NR3C1, CYP3A5, CYP3A7	BRD-A82238138
avrainvillamide-analog-5	NPM1	BRD-A70731303
dolasetron	HTR3A	BRD-K28029915
dicyclohexylurea	EPHX2	BRD-K81521265
protriptyline	SLC6A2, SLC6A4	BRD-K42098891
entinostat	HDAC1, HDAC2, HDAC3, HDAC9	BRD-K77908580
fluphenazine	DRD2, DRD1, CALM1, CHRNA7, DRD5, HRH1, HTR2A, HTR6, HTR7	BRD-K55127134
methylene-blue	ACHE, MAPT	BRD-K16406336
betulinic-acid	CASP3, CASP8, GPBAR1, TOP1	BRD-K45401373
tranylcypromine	MAOA, MAOB, KDM1A, CYP2A6	BRD-A43974575
purvalanol-b	CDK2, CDK4, MAPK1, MAPK3, CDK5, SRPK2	BRD-K41564320
ethisterone	TYR	BRD-K03981224
VU-0418946-1	HIF1A	BRD-K44432556
mometasone	NR3C1	BRD-K60640630
topiramate	CA2, CA4, GRIK1, CA1, CA12, CA7, CYP2C19, CYP3A4, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA1, SCN1A, SCN5A	BRD-K29653726
tremulacin		BRD-A61856038
NVP-AUY922	HSP90AA1, HSP90AA2, HSP90AB1	BRD-K41859756
brimonidine	ADRA2A, ADRA2B, ADRA2C, AOX1	BRD-K68264559
SB-206553	HTR2B, HTR2C, HTR1A, HTR2A	BRD-K36395411
tetrahydropalmatine		BRD-A43940795
AT-9283	AURKA, AURKB, ABL1, BCR, FLT3, JAK2, JAK3, RPS6KA6, STK17A	BRD-K24576554
chelidonine		BRD-K32828673
carvedilol	ADRB1, ADRB2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB3, CYP2C19, CYP2E1, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, RYR2, SELE, VCAM1, VEGFA	BRD-A10977446
diprotin-a	DPP4	BRD-K69032158
doconexent	FFAR1, PPARA, PTGS1, PTGS2	BRD-K39965020
RS-45041-190		BRD-K26160755
CAY-10578		BRD-K54987996
ZM-447439	AURKA, AURKB	BRD-K72703948
aliskiren	REN	BRD-K30020243
proxyfan	HRH3	BRD-K77171813
elesclomol	TOP2A	BRD-K82135108
amsacrine	TOP2A, KCNH2	BRD-K98490050
catechin	BACE1, CA1, CA12, CA14, CA2, CA4, CA6, CA9, FASN, PTGS1, SCN5A	BRD-K03600606
tetrahydrocannabinol-7-oic-acid		BRD-A42831637
milrinone	PDE3A, PDE2A, PDE3B, PDE5A	BRD-K67080878
veratridine	SCN1A, SCN3A, SCN8A, SCN9A	BRD-K60923938
progesterone	PGR, CYP17A1, NR3C2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP2C19, ESR1, OPRK1, TRPC5	BRD-K64994968
thioproperazine	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	BRD-K08619574
biochanin-a		BRD-K28075147
YS-035		BRD-K06208435
NSC-3852	HDAC1	BRD-K13169950
PD-158780	EGFR	BRD-K48735772
bepridil	ATP1A1, CACNA1A, CACNA1C, CACNA1H, CACNA2D2, CALM1, KCNQ1, KCNQ4, PDE1A, PDE1B, SCN5A, TNNC1	BRD-A91008255
secnidazole		BRD-A70083328
iso-olomoucine		BRD-K86509404
pivmecillinam		BRD-K67100011
P-1075	KCNJ8	BRD-K00206590
AM-580	RARA	BRD-K06854232
lamotrigine	SCN1A, SCN2A, SCN3A	BRD-K93460210
safinamide	MAOB, SLC6A3	BRD-K84639753
MY-5445	PDE5A	BRD-K90524085
fluticasone	NR3C1, CYP3A5, CYP3A7, NR3C2, PGR, PLA2G4A	BRD-K62310379
tropisetron	HTR3A, GLRA1, GLRA2, GLRB, HTR4	BRD-K50866992
SR-142948	NTSR1	BRD-K91243525
HO-013	PPARG	BRD-K86465814
dubinidine		BRD-A99571536
ethotoin	SCN5A	BRD-A30205217
L-732138	TACR1, TACR2	BRD-A96882008
l-stepholidine	DRD2, DRD1	BRD-A71203467
tetradecylthioacetic-acid		BRD-K47539947
dibutyrylcyclic-gmp		BRD-A06726973
n-formylmethionylalanine		BRD-A61470182
ziprasidone	DRD2, HTR2A, HTR1A, HTR1D, HRH1, HTR1B, HTR1E, HTR2C, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5, HTR3A, HTR6, SLC6A4	BRD-K29582115
aloisine	CDK2, CDK5, CDK1, CDK5R1, CFTR, PTK2B, ZAP70	BRD-K93658967
T-0070907	PPARG	BRD-K31843556
tribenoside		BRD-A60294240
SB-415286	GSK3B, GSK3A, RPS6KB1	BRD-K76805682
3,3'-diindolylmethane	AHR, AR, CYP1A2, GUSB, IDO1	BRD-K37846922
GW-583340	EGFR, ERBB2	BRD-K79930101
iobenguane		BRD-K43860855
lobaric-acid	PTPN1	BRD-K88849294
naproxol	PTGS1, PTGS2	BRD-K34014345
nemonapride	DRD2, DRD3, DRD4	BRD-A66927094
benidipine	CACNA1C, CACNA1G, CYP3A5	BRD-A35519318
lovastatin	HMGCR, CYP3A5, HDAC2, ITGAL, NR1I2	BRD-K09416995
veliparib	PARP1, PARP2	BRD-K87142802
6-benzylaminopurine		BRD-K62929068
molsidomine	GUCY1A3	BRD-K35531059
MR-16728		BRD-A30590053
SKF-96365	CYP3A4, TRPC1, PKD2, TRPC3, TRPC4, TRPC5, TRPV2	BRD-A72703248
geldanamycin	HSP90AA1, HSP90AB1	BRD-A19500257
trimethobenzamide	DRD2	BRD-K34415467
L-745870	DRD4, DRD1, DRD2, DRD3, HTR1A, HTR2A, HTR6, HTR7	BRD-K05528470
cefotaxime		BRD-A67981824
zidovudine	TERT	BRD-K72903603
trazodone	HTR2A, HTR2C, SLC6A4, ADRA1A, ADRA2A, HRH1, HTR1A, HTR2B	BRD-K70778732
cefazolin	PON1, SLC22A8	BRD-A65282128
CS-1657	PARP1	BRD-K50214219
rifapentine	CYP2C8, CYP3A4	BRD-K28346421
periplocymarin		BRD-A45333398
prostaglandin-e1	PTGER1, PTGER2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGER4, PTGIR	BRD-K52459643
imiloxan	ADRA2B	BRD-A10903566
glimepiride	ABCC8, KCNJ11, KCNJ1	BRD-K34776109
RG-13022	EGFR, PDGFRA, PDGFRB	BRD-K82688027
isradipine	CACNA1C, CACNA1D, CACNA2D1, CACNA1F, CACNA1H, CACNA1S, CACNA2D2, CACNB2	BRD-A90799790
BU-224	MAOA, MAOB	BRD-K55344148
promazine	CHRM5, DRD2, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, DRD1, DRD3, DRD4, HRH1, HTR2A, HTR2C	BRD-K06980535
ecopipam	DRD1, DRD5, DRD2	BRD-K94270326
cyclosporin-a	PPIA, ABCB11, CAMLG, CYP3A5, CYP3A7, FPR1, PPID, PPIF, PPP3CA, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3	BRD-A38030642
AY-9944		BRD-K03642198
tangeritin		BRD-K25186396
cinobufagin	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	BRD-A80502530
AM-404	TRPV1, CNR1, CNR2, FAAH	BRD-K21667562
norcyclobenzaprine	HTR2A	BRD-K63165456
PNU-120596	CHRNA7	BRD-K71731651
7,4'-dihydroxyflavone	CYP19A1	BRD-K50384076
maackiain	SLC5A2	BRD-A95445494
S-14506	HTR1A, DRD2, HTR2C	BRD-K46766488
SA-792574	TUBB	BRD-K26997899
PAC-1	CASP3	BRD-K92991072
JX-401	MAPK14	BRD-K05464208
DY-131	ESR2, ESRRB, ESRRG	BRD-K62353524
phenanthridone	PARP1	BRD-K11163873
prochlorperazine	DRD2, DRD1, DRD3, DRD4	BRD-K19352500
quetiapine	DRD2, HTR1A, HTR2A, DRD1, HRH1, HTR1D, HTR1E, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD3, DRD4, DRD5, HTR1B, HTR1F, HTR2C, HTR3A, HTR6, HTR7, SLC6A2	BRD-K68867920
NSC-23766		BRD-A80213327
CGP-12177	ADRB1, ADRB2, ADRB3	BRD-A34706053
nimesulide	PTGS2, LTF, PLA2G2E, PTGS1	BRD-K76775527
SCH-58261	ADORA2A, ADORA1, ADORA2B, ADORA3	BRD-K81225797
dipropyl-dopamine		BRD-K82577285
erythromycin	CYP3A4, MLNR	BRD-K39746403
protopine	ACHE, SLC6A2, SLC6A4	BRD-K83302049
siguazodan	PDE3A	BRD-A62071884
beclometasone	NR3C1, CYP3A5, GPR97, SERPINA6	BRD-K97810537
thapsigargin	ATP2A1	BRD-A62809825
bendroflumethiazide	SLC12A3, CA1, CA2, CA4, KCNMA1, SLC12A1	BRD-A80017228
GW-0742	INS, PPARD	BRD-K82983861
ethinyl-estradiol	CYP2C8, ESR1, ESR2, NR1I2	BRD-A02367930
tyrphostin-A9		BRD-K40255344
decitabine	DNMT1	BRD-K79254416
nimodipine	CACNA1C, NR3C2, AHR, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CFTR	BRD-A58048407
thiothixene	HTR2A, DRD1, DRD2, HRH1	BRD-K97309399
methimazole	TPO	BRD-K54416256
KIN001-127	ITK	BRD-A29901043
midostaurin	FLT3, KIT, CCNB1, FLT1, KDR, PDGFRB, PRKCA, PRKCG, VEGFA	BRD-K13646352
olmesartan	AGTR1	BRD-K83144676
BMS-754807	IGF1R, AKT1	BRD-K13049116
amiloride	SCNN1A, ASIC1, ASIC2, SCNN1B, SCNN1G, AOC1, ASIC3, PKD2, PKD2L1, PLAU, SCNN1D, SLC9A1, TRPC7, TRPV2	BRD-K97181089
tyrphostin	ERBB2	BRD-K08132273
carbofuran		BRD-K53570330
gemcitabine	RRM1, CMPK1, RRM2, TYMS	BRD-K15108141
KUC103904N		BRD-K65910366
trans-7-hydroxy-pipat		BRD-A01295252
zolantidine		BRD-K08996725
clomethiazole	GABRA1	BRD-K50422030
RS-102895	CCR2	BRD-K83063356
ornidazole		BRD-A42759514
helveticoside	ATP1A1	BRD-A63998256
z-prolyl-prolinal	PREP	BRD-K60174629
NNC-55-0396	CATSPER1, CATSPER2, CATSPER3, CATSPER4	BRD-K78122587
aminoglutethimide	CYP19A1, CYP11A1, NR3C1	BRD-A25234499
TW-37	BCL2, BCL2L1, MCL1	BRD-K28360340
ribavirin	IMPDH1, ADK, ENPP1, IMPDH2, NT5C2	BRD-A96255180
nizatidine	HRH2	BRD-K73589491
tacedinaline	HDAC1	BRD-K52313696
III606050		BRD-K37194137
flunisolide	NR3C1	BRD-A65449987
